City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Porto Novo,BJ,2022-02-12 23:42:40,6.4965,2.6036,82.22,84,19,6.87
295,Gujar Khan,PK,2022-02-12 23:42:41,33.2558,73.3026,53.53,53,30,3.09
296,Kirkwall,GB,2022-02-12 23:42:41,58.9848,-2.9587,42.85,87,40,14.97
297,Capaci,IT,2022-02-12 23:42:42,38.1711,13.2393,52.11,68,0,4.61
298,Souillac,MU,2022-02-12 23:42:42,-20.5167,57.5167,77.38,94,75,3.44
299,Santa Fe,AR,2022-02-12 23:39:13,-31.6333,-60.7,71.01,46,78,5.01
300,Olden,NO,2022-02-12 23:42:43,61.8364,6.8064,37.27,93,100,10.87
301,Cockburn Town,TC,2022-02-12 23:42:43,21.4612,-71.1419,77.47,78,0,19.6
302,Jumla,NP,2022-02-12 23:42:44,29.2747,82.1838,25.57,70,1,7.07
303,Airai,TL,2022-02-12 23:42:44,-8.9266,125.4092,66.36,79,81,2.71
304,Havre-Saint-Pierre,CA,2022-02-12 23:42:45,50.2334,-63.5986,32.59,93,100,4.61
305,Camara De Lobos,PT,2022-02-12 23:42:45,32.6333,-16.9667,64.06,77,75,5.99
306,Visby,SE,2022-02-12 23:42:46,57.6409,18.296,36.05,80,100,21.85
307,Udachnyy,RU,2022-02-12 23:42:46,66.4167,112.4,-19.93,100,70,2.66
308,Selenginsk,RU,2022-02-12 23:42:46,52.0064,106.8647,-31.63,94,13,4.76
309,Narsaq,GL,2022-02-12 23:42:47,60.9167,-46.05,30.42,97,100,6.96
310,Hofn,IS,2022-02-12 23:42:47,64.2539,-15.2082,23.27,68,97,17.52
311,Quang Ngai,VN,2022-02-12 23:39:54,15.1167,108.8,73.04,92,97,1.54
312,Gurupi,BR,2022-02-12 23:42:48,-11.7292,-49.0686,71.49,94,82,3.4
313,Matay,EG,2022-02-12 23:42:48,28.419,30.7792,54.19,43,0,5.23
314,Kysyl-Syr,RU,2022-02-12 23:42:49,63.8986,122.7617,-28.25,100,99,2.33
315,Nanortalik,GL,2022-02-12 23:42:50,60.1432,-45.2371,29.8,97,100,10.04
316,Paamiut,GL,2022-02-12 23:42:50,61.994,-49.6678,17.55,92,100,4.54
317,Nioro,GM,2022-02-12 23:42:51,13.35,-15.75,76.44,12,4,8.28
318,Waipawa,NZ,2022-02-12 23:42:51,-41.4122,175.5153,52.43,94,100,25.93
319,Linhares,BR,2022-02-12 23:39:44,-19.3911,-40.0722,72.32,96,100,3.33
320,Eyl,SO,2022-02-12 23:43:52,7.9803,49.8164,74.35,68,100,10.94
321,Lompoc,US,2022-02-12 23:39:51,34.6391,-120.4579,86.14,20,0,10.36
322,Borovskoy,KZ,2022-02-12 23:43:53,53.8,64.15,10.9,96,100,4.27
323,Usinsk,RU,2022-02-12 23:43:53,65.9939,57.5281,7.03,95,100,16.11
324,Sao Bernardo,BR,2022-02-12 23:43:53,-3.3614,-42.4178,74.35,95,36,3.24
325,Puerto Penasco,MX,2022-02-12 23:41:45,31.3167,-113.5333,74.07,37,1,7.54
326,Sisimiut,GL,2022-02-12 23:43:54,66.9395,-53.6735,10.38,91,100,19.53
327,Mirante Do Paranapanema,BR,2022-02-12 23:43:54,-22.2919,-51.9064,80.53,67,2,3.27
328,Umm Lajj,SA,2022-02-12 23:43:55,25.0213,37.2685,67.77,24,0,17.94
329,Chunskiy,RU,2022-02-12 23:43:55,56.0815,99.6342,-24.48,100,24,3.18
330,Muzhi,RU,2022-02-12 23:43:56,65.3667,64.6667,-1.21,98,100,7.34
331,Kahului,US,2022-02-12 23:43:08,20.8947,-156.47,82.42,60,40,18.41
332,Butaritari,KI,2022-02-12 23:43:57,3.0707,172.7902,82.76,70,91,13.33
333,New Carrollton,US,2022-02-12 23:43:57,38.9698,-76.88,55.08,44,0,8.05
334,Souris,CA,2022-02-12 23:39:49,49.6172,-100.2612,-0.54,95,65,4.92
335,Nizwa,OM,2022-02-12 23:43:58,22.9333,57.5333,63.36,38,0,1.88
336,Sao Miguel Do Tapuio,BR,2022-02-12 23:43:58,-5.5036,-41.3233,74.88,70,73,3.65
337,Bodden Town,KY,2022-02-12 23:43:59,19.2833,-81.25,82.4,72,20,8.05
338,Ust-Ilimsk,RU,2022-02-12 23:43:59,58.0006,102.6619,-24.63,100,61,1.97
339,Dingle,PH,2022-02-12 23:41:26,10.9995,122.6711,78.71,84,48,9.31
340,Honiara,SB,2022-02-12 23:42:44,-9.4333,159.95,85.48,68,78,2.86
341,Mawlaik,MM,2022-02-12 23:44:00,23.6333,94.4167,49.03,62,1,1.52
342,Deder,ET,2022-02-12 23:44:00,9.3167,41.45,53.19,64,31,6.29
343,Adelanto,US,2022-02-12 23:39:47,34.5828,-117.4092,80.17,7,1,12.03
344,Port Hardy,CA,2022-02-12 23:44:01,50.6996,-127.4199,49.75,87,75,4.61
345,Rawson,AR,2022-02-12 23:44:01,-43.3002,-65.1023,74.75,28,94,12.97
346,Nambale,KE,2022-02-12 23:44:02,0.4459,34.2519,65.41,79,92,5.53
347,Lorengau,PG,2022-02-12 23:44:02,-2.0226,147.2712,82.36,76,98,1.83
348,Barstow,US,2022-02-12 23:44:03,34.8986,-117.0228,77.63,10,0,11.99
349,Steinbach,DE,2022-02-12 23:44:03,50.1667,8.5667,36.03,90,0,3.44
350,Shingu,JP,2022-02-12 23:44:04,33.7333,135.9833,47.39,57,94,4.12
351,Komnina,GR,2022-02-12 23:44:05,40.6,21.7833,41.41,90,100,3.02
352,Tecoanapa,MX,2022-02-12 23:44:05,16.5167,-98.75,82.02,56,97,8.23
353,Hobyo,SO,2022-02-12 23:44:05,5.3505,48.5268,76.48,70,93,11.97
354,Preobrazheniye,RU,2022-02-12 23:44:06,42.9019,133.9064,16.0,55,1,8.23
355,Vestmannaeyjar,IS,2022-02-12 23:44:06,63.4427,-20.2734,31.86,77,32,8.77
356,Noyabrsk,RU,2022-02-12 23:44:07,63.1994,75.4507,-10.71,96,11,13.4
357,Dogondoutchi,NE,2022-02-12 23:44:07,13.6393,4.0287,69.87,12,17,9.46
358,Iqaluit,CA,2022-02-12 23:44:08,63.7506,-68.5145,-24.07,62,100,3.44
359,Almelo,NL,2022-02-12 23:44:08,52.3567,6.6625,37.35,77,90,13.87
360,Ilinskoye-Khovanskoye,RU,2022-02-12 23:44:09,56.9718,39.7684,25.93,93,92,15.12
361,Maceio,BR,2022-02-12 23:44:09,-9.6658,-35.7353,80.04,83,0,10.36
362,Sobolevo,RU,2022-02-12 23:44:09,54.4299,31.8996,25.45,85,61,13.58
363,Vagur,FO,2022-02-12 23:44:10,61.4732,-6.8119,43.59,83,93,10.27
364,Bergen,NO,2022-02-12 23:44:10,60.392,5.328,45.01,93,75,20.71
365,Weiser,US,2022-02-12 23:44:11,44.251,-116.9693,47.48,73,6,1.01
366,Lakes Entrance,AU,2022-02-12 23:45:12,-37.8811,147.981,78.17,50,27,1.79
367,Puquio,PE,2022-02-12 23:45:12,-14.7,-74.1333,50.38,90,100,7.96
368,Kitimat,CA,2022-02-12 23:45:12,54.0524,-128.6534,37.78,90,100,1.86
369,Alta Floresta,BR,2022-02-12 23:45:13,-9.8756,-56.0861,71.31,98,100,2.95
370,Perelyub,RU,2022-02-12 23:45:13,51.8667,50.3667,17.35,97,100,5.46
371,Gariaband,IN,2022-02-12 23:45:14,20.635,82.0614,52.12,31,37,1.34
372,Hovd,MN,2022-02-12 23:45:14,48.0056,91.6419,-17.48,86,78,2.04
373,Christchurch,NZ,2022-02-12 23:44:18,-43.5333,172.6333,53.91,91,100,11.5
374,Saint-Augustin,CA,2022-02-12 23:45:15,51.226,-58.6502,32.9,98,100,13.67
375,Teya,RU,2022-02-12 23:45:15,60.3778,92.6267,-17.86,99,35,2.26
376,Proletarskiy,RU,2022-02-12 23:45:16,50.7914,35.7731,21.29,97,38,6.67
377,Sarti,GR,2022-02-12 23:45:16,40.1,23.9833,50.34,75,100,28.43
378,Chernyshevskiy,RU,2022-02-12 23:45:16,63.0128,112.4714,-18.36,100,96,1.45
379,East London,ZA,2022-02-12 23:45:17,-33.0153,27.9116,75.34,89,2,8.03
380,Churapcha,RU,2022-02-12 23:45:17,62.0025,132.4325,-20.63,99,100,2.26
381,Korhogo,CI,2022-02-12 23:45:18,9.45,-5.6333,73.51,14,23,1.28
382,Kushmurun,KZ,2022-02-12 23:45:18,52.4503,64.6311,21.09,96,100,11.07
383,Burgstadt,DE,2022-02-12 23:45:18,50.9167,12.8167,35.82,84,100,5.55
384,Maine-Soroa,NE,2022-02-12 23:45:19,13.2114,12.0241,65.19,13,3,9.82
385,Necochea,AR,2022-02-12 23:45:19,-38.5473,-58.7368,61.03,64,1,2.68
386,Mareeba,AU,2022-02-12 23:45:20,-17.0,145.4333,82.49,69,45,7.52
387,Kempele,FI,2022-02-12 23:45:20,64.9131,25.5034,14.02,92,100,6.91
388,Kupang,ID,2022-02-12 23:45:21,-10.1667,123.5833,80.42,84,93,5.01
389,Pontianak,ID,2022-02-12 23:45:21,-0.0333,109.3333,73.38,100,75,3.44
390,Trairi,BR,2022-02-12 23:45:22,-3.2778,-39.2689,77.68,87,91,6.71
391,Hokitika,NZ,2022-02-12 23:45:22,-42.7167,170.9667,59.36,51,100,7.63
392,Alekseyevsk,RU,2022-02-12 23:45:22,57.8406,108.3492,-29.76,100,100,0.72
393,Asau,RO,2022-02-12 23:45:23,46.4333,26.4,28.76,93,52,2.91
394,Urubicha,BO,2022-02-12 23:45:23,-15.3833,-62.95,71.08,98,100,4.34
395,Sikonge,TZ,2022-02-12 23:45:24,-5.6333,32.7667,63.9,95,100,3.44
396,Estelle,US,2022-02-12 23:45:24,29.8458,-90.1067,69.8,51,75,5.99
397,Tiruchchendur,IN,2022-02-12 23:45:24,8.4833,78.1167,76.1,78,100,13.67
398,Yabelo,ET,2022-02-12 23:45:25,4.8833,38.0833,63.12,26,88,4.9
399,Beringovskiy,RU,2022-02-12 23:45:25,63.05,179.3167,-19.39,91,9,7.14
400,Nhulunbuy,AU,2022-02-12 23:45:26,-12.2333,136.7667,86.61,70,40,8.05
401,Poum,NC,2022-02-12 23:41:28,-20.2333,164.0167,81.81,72,100,5.44
402,Quatre Cocos,MU,2022-02-12 23:45:26,-20.2078,57.7625,77.11,86,17,12.66
403,Jizan,SA,2022-02-12 23:45:27,17.3333,42.6667,79.74,78,21,7.25
404,Tura,IN,2022-02-12 23:45:27,25.5198,90.2201,52.84,80,0,4.29
405,Fort Nelson,CA,2022-02-12 23:41:24,58.8053,-122.7002,15.39,73,75,0.0
406,Rochegda,RU,2022-02-12 23:45:28,62.8,43.25,6.08,98,87,3.38
407,Khandyga,RU,2022-02-12 23:45:28,62.6667,135.6,-37.14,100,99,2.24
408,Yumbo,CO,2022-02-12 23:45:29,3.5823,-76.4915,80.37,57,40,10.36
409,Rovinj,HR,2022-02-12 23:45:29,45.08,13.64,41.49,63,1,4.0
410,Kisangani,CD,2022-02-12 23:45:30,0.5167,25.2,74.59,63,100,2.44
411,Basco,PH,2022-02-12 23:45:30,20.4487,121.9702,76.73,74,71,18.03
412,Bluefields,NI,2022-02-12 23:46:30,12.0137,-83.7635,80.67,83,20,4.61
413,San Carlos De Bariloche,AR,2022-02-12 23:46:31,-41.1456,-71.3082,83.95,9,0,3.44
414,Valdivia,CL,2022-02-12 23:46:31,-39.8142,-73.2459,82.49,36,75,4.68
415,Tautira,PF,2022-02-12 23:46:32,-17.7333,-149.15,86.02,76,93,12.37
416,Darhan,MN,2022-02-12 23:46:32,49.4867,105.9228,-20.4,100,99,1.86
417,Puerto Santander,CO,2022-02-12 23:46:33,8.3636,-72.4063,83.61,62,26,1.1
418,Grindavik,IS,2022-02-12 23:46:33,63.8424,-22.4338,21.67,73,0,3.44
419,Bundaberg,AU,2022-02-12 23:46:34,-24.85,152.35,81.21,61,46,14.97
420,Vila,PT,2022-02-12 23:46:34,42.0304,-8.1588,39.33,92,40,4.32
421,Tyrma,RU,2022-02-12 23:46:35,50.0833,132.1667,8.04,93,100,0.92
422,Yelizovo,RU,2022-02-12 23:46:35,53.1873,158.3805,6.94,66,75,4.47
423,Bereda,ES,2022-02-12 23:46:35,43.2686,-7.5406,45.0,99,33,2.98
424,Touros,BR,2022-02-12 23:46:36,-5.1989,-35.4608,83.3,79,34,9.1
425,Taganak,PH,2022-02-12 23:46:36,6.0833,118.3,75.34,79,100,8.03
426,Bonthe,SL,2022-02-12 23:46:37,7.5264,-12.505,76.68,91,20,6.46
427,Teluk Intan,MY,2022-02-12 23:46:37,4.0259,101.0213,75.56,96,84,2.73
428,Maxixe,MZ,2022-02-12 23:46:37,-23.8597,35.3472,72.99,79,5,6.67
429,Ust-Nera,RU,2022-02-12 23:46:38,64.5667,143.2,-32.67,98,63,2.75
430,Zhicheng,CN,2022-02-12 23:46:38,30.2956,111.5047,40.39,83,99,2.04
431,Coihaique,CL,2022-02-12 23:44:49,-45.5752,-72.0662,83.01,41,0,6.91
432,Houma,US,2022-02-12 23:44:42,29.5958,-90.7195,66.2,64,40,5.75
433,Malmyzh,RU,2022-02-12 23:46:39,56.5205,50.6818,15.85,96,89,7.63
434,Manoel Urbano,BR,2022-02-12 23:46:40,-8.8389,-69.2597,75.61,92,46,2.28
435,Xining,CN,2022-02-12 23:46:40,36.6167,101.7667,10.18,69,80,2.93
436,Beira,MZ,2022-02-12 23:46:40,-19.8436,34.8389,80.69,74,40,9.22
437,Dongsheng,CN,2022-02-12 23:46:41,39.8161,109.9776,23.49,80,97,13.31
438,Micheweni,TZ,2022-02-12 23:46:41,-4.9667,39.8333,78.42,77,69,6.31
439,Westhoughton,GB,2022-02-12 23:46:42,53.549,-2.5246,46.94,92,100,5.01
440,Mazyr,BY,2022-02-12 23:46:42,52.0495,29.2456,26.29,83,19,8.25
441,Yaan,NG,2022-02-12 23:46:42,7.3833,8.5667,81.18,12,54,2.46
442,Jagatsinghapur,IN,2022-02-12 23:46:43,20.2667,86.1667,59.36,58,26,4.76
443,Kardymovo,RU,2022-02-12 23:46:43,54.8902,32.4311,26.15,89,83,12.41
444,Kamenka,RU,2022-02-12 23:46:44,51.3223,42.7678,27.75,96,91,9.33
445,Marseille,FR,2022-02-12 23:46:44,43.3333,5.5,46.6,58,100,5.99
446,Olafsvik,IS,2022-02-12 23:46:45,64.8945,-23.7142,26.28,70,22,17.45
447,Manama,BH,2022-02-12 23:42:59,26.2154,50.5832,60.78,60,0,8.05
448,Djibo,BF,2022-02-12 23:46:45,14.1022,-1.6306,72.64,11,3,8.9
449,Kloulklubed,PW,2022-02-12 23:46:46,7.0419,134.2556,81.1,77,81,19.51
450,Geilo,NO,2022-02-12 23:46:46,60.5333,8.2076,31.17,90,100,7.72
451,Isangel,VU,2022-02-12 23:46:36,-19.55,169.2667,86.11,79,75,4.61
452,Joshimath,IN,2022-02-12 23:46:47,30.5667,79.5667,36.88,35,0,8.99
453,Mashivka,UA,2022-02-12 23:46:47,49.4431,34.8669,22.64,95,23,6.11
454,Tarauaca,BR,2022-02-12 23:41:58,-8.1614,-70.7656,72.81,99,100,3.31
455,Sao Filipe,CV,2022-02-12 23:46:48,14.8961,-24.4956,77.47,48,97,19.55
456,Canora,CA,2022-02-12 23:46:48,51.6333,-102.4343,-0.38,97,11,3.85
457,Jaru,BR,2022-02-12 23:46:49,-10.4389,-62.4664,73.56,97,36,2.95
458,Kitakata,JP,2022-02-12 23:46:49,37.65,139.8667,37.56,92,99,1.57
459,Clive,US,2022-02-12 23:43:24,41.603,-93.7241,22.08,46,75,3.0
460,Kalakamati,BW,2022-02-12 23:46:50,-20.5929,27.3121,65.01,45,35,10.09
461,Bubaque,GW,2022-02-12 23:47:50,11.2833,-15.8333,80.02,59,0,7.87
462,Harper,LR,2022-02-12 23:47:51,4.375,-7.7169,78.57,86,29,6.55
463,Nibbar,TN,2022-02-12 23:47:51,36.2941,8.7666,41.68,87,20,2.3
464,Harlingen,US,2022-02-12 23:47:52,26.1906,-97.6961,64.49,57,100,31.07
465,Nueva Germania,PY,2022-02-12 23:47:52,-23.9,-56.5667,79.34,46,38,3.44
466,Nuuk,GL,2022-02-12 23:47:53,64.1835,-51.7216,14.61,92,75,1.14
467,Chumikan,RU,2022-02-12 23:47:53,54.7183,135.315,5.72,81,100,3.0
468,Labuhan,ID,2022-02-12 23:47:54,-6.8844,112.2051,78.48,84,100,5.99
469,Goma,CD,2022-02-12 23:47:54,-1.6792,29.2228,61.03,84,100,3.49
470,Okhotsk,RU,2022-02-12 23:47:55,59.3833,143.3,-10.17,78,7,10.51
471,Shubarkuduk,KZ,2022-02-12 23:47:55,49.1447,56.4872,17.69,98,100,1.28
472,Paralimni,CY,2022-02-12 23:47:55,35.0375,33.9833,54.43,89,6,3.0
473,Sao Gabriel Da Cachoeira,BR,2022-02-12 23:47:56,-0.1303,-67.0892,75.87,91,93,1.99
474,College,US,2022-02-12 23:46:55,64.8569,-147.8028,-0.42,71,75,0.0
475,Pevek,RU,2022-02-12 23:47:57,69.7008,170.3133,-20.11,97,100,8.75
476,Yairipok,IN,2022-02-12 23:47:57,24.6667,94.0667,40.91,82,0,1.66
477,Pasighat,IN,2022-02-12 23:47:57,28.0667,95.3333,49.77,66,0,4.38
478,Dicabisagan,PH,2022-02-12 23:47:58,17.0818,122.4157,75.72,88,89,8.79
479,Coahuayana,MX,2022-02-12 23:47:58,18.7333,-103.6833,82.67,49,43,5.59
480,Abha,SA,2022-02-12 23:47:59,18.2164,42.5053,55.22,58,0,6.91
481,Kadoma,JP,2022-02-12 23:47:59,34.7333,135.5833,45.66,64,75,3.44
482,Minudasht,IR,2022-02-12 23:48:00,37.2289,55.3747,43.65,69,4,4.83
483,Severo-Yeniseyskiy,RU,2022-02-12 23:48:00,60.3725,93.0408,-19.26,99,19,3.62
484,Krasnoselkup,RU,2022-02-12 23:48:01,65.7,82.4667,-8.5,88,5,12.21
485,Manono,CD,2022-02-12 23:48:01,-7.3,27.4167,69.04,95,99,2.04
486,Langxiang,CN,2022-02-12 23:48:01,46.95,128.8833,-2.58,96,85,2.44
487,Porto Santo,PT,2022-02-12 23:48:02,33.072,-16.3415,62.51,77,40,6.91
488,Butte,US,2022-02-12 23:48:02,39.6499,-121.5677,78.08,41,0,4.61
489,Mantua,IT,2022-02-12 23:47:52,45.1667,10.7833,39.18,70,7,3.0
490,Magnolia,US,2022-02-12 23:48:03,33.2671,-93.2393,40.68,56,100,4.61
491,Kaeo,NZ,2022-02-12 23:48:03,-35.1,173.7833,73.33,76,85,15.17
492,Reconquista,AR,2022-02-12 23:48:04,-29.15,-59.65,68.25,63,87,7.43
493,Hamilton,US,2022-02-12 23:45:09,39.1834,-84.5333,29.73,76,100,10.36
494,Graben-Neudorf,DE,2022-02-12 23:48:05,49.167,8.4924,39.31,83,82,3.6
495,Clarksburg,US,2022-02-12 23:46:36,39.2807,-80.3445,40.73,53,75,6.91
496,Alice Springs,AU,2022-02-12 23:48:05,-23.7,133.8833,76.55,31,0,0.0
497,Badiraguato,MX,2022-02-12 23:48:06,25.3667,-107.5167,78.71,26,64,4.81
498,Bartica,GY,2022-02-12 23:48:06,6.4,-58.6167,75.52,98,97,2.44
499,Asfi,MA,2022-02-12 23:48:07,32.2994,-9.2372,56.3,82,33,12.62
500,Anlu,CN,2022-02-12 23:48:07,31.1661,112.5831,37.13,90,99,2.44
501,Qasigiannguit,GL,2022-02-12 23:48:08,68.8193,-51.1922,16.05,93,100,2.35
502,Young,UY,2022-02-12 23:48:08,-32.6833,-57.6333,64.13,71,100,11.07
503,Huangchuan,CN,2022-02-12 23:48:08,32.1272,115.0394,40.12,92,100,3.96
504,Roanoke Rapids,US,2022-02-12 23:47:08,36.4615,-77.6542,60.75,62,0,5.75
505,That Phanom,TH,2022-02-12 23:48:09,16.9364,104.7104,69.75,81,45,3.89
506,Brumadinho,BR,2022-02-12 23:48:09,-20.1433,-44.1997,72.68,94,73,2.17
507,Amga,RU,2022-02-12 23:48:10,60.8953,131.9608,-24.16,99,100,1.92
508,Vallenar,CL,2022-02-12 23:48:10,-28.5708,-70.7581,70.7,48,0,4.56
509,Lom,BG,2022-02-12 23:49:11,43.8139,23.2361,41.56,71,100,15.35
510,Areosa,PT,2022-02-12 23:49:11,41.7178,-8.8571,50.32,86,7,3.96
511,Zhifang,CN,2022-02-12 23:49:12,30.35,114.3167,40.98,84,100,3.83
512,Nyimba,ZM,2022-02-12 23:49:12,-14.5566,30.8149,63.05,94,51,3.69
513,Fevik,NO,2022-02-12 23:49:13,58.3794,8.6766,40.77,97,100,21.83
514,Barisal,BD,2022-02-12 23:49:13,22.7019,90.3711,57.88,62,19,7.58
515,Sola,VU,2022-02-12 23:49:13,-13.8833,167.55,78.55,82,100,13.67
516,Payakumbuh,ID,2022-02-12 23:49:14,-0.2202,100.6308,69.76,97,91,0.38
517,Juneau,US,2022-02-12 23:46:39,58.3019,-134.4197,42.85,94,100,3.44
518,Nagato,JP,2022-02-12 23:49:15,34.3833,131.2,44.51,90,100,6.33
519,Waddan,LY,2022-02-12 23:49:15,29.1614,16.139,51.42,47,0,6.49
520,Medina,SA,2022-02-12 23:49:15,24.4686,39.6142,57.63,17,0,4.61
521,Kutum,SD,2022-02-12 23:49:16,14.2,24.6667,58.24,19,7,7.11
522,Sayat,TM,2022-02-12 23:49:16,38.7839,63.8803,31.87,55,0,7.4
523,Saint-Pierre,RE,2022-02-12 23:49:17,-21.3393,55.4781,78.44,83,0,4.61
524,Mana,GF,2022-02-12 23:49:17,5.6592,-53.7767,76.06,89,66,9.24
525,Asosa,ET,2022-02-12 23:49:18,10.0667,34.5333,67.06,43,42,4.63
526,Kendari,ID,2022-02-12 23:49:18,-3.945,122.4989,74.71,94,100,4.45
527,Teluknaga,ID,2022-02-12 23:49:18,-6.0989,106.6381,82.63,88,20,5.75
528,Tagusao,PH,2022-02-12 23:49:19,9.1924,117.8141,79.79,80,100,4.88
529,Acarau,BR,2022-02-12 23:49:19,-2.8856,-40.12,78.94,83,92,10.31
530,Haines Junction,CA,2022-02-12 23:49:16,60.7522,-137.5108,39.15,45,24,11.5
531,Lavrentiya,RU,2022-02-12 23:49:20,65.5833,-171.0,-10.57,91,11,7.18
532,Shiraz,IR,2022-02-12 23:49:21,29.6036,52.5388,44.04,76,75,0.0
533,Maarianhamina,AX,2022-02-12 23:49:21,60.0973,19.9348,35.46,80,75,12.66
534,Blagoyevo,RU,2022-02-12 23:49:21,63.3667,47.9167,11.86,97,99,3.83
535,Ballina,AU,2022-02-12 23:49:22,-28.8667,153.5667,75.38,83,75,9.22
536,Ratnagiri,IN,2022-02-12 23:49:22,16.9833,73.3,72.95,56,72,5.06
537,Parambu,BR,2022-02-12 23:49:23,-6.2111,-40.6944,73.69,69,77,2.17
538,Songadh,IN,2022-02-12 23:49:24,21.1667,73.5667,66.13,40,5,3.49
539,Tual,ID,2022-02-12 23:49:24,-5.6667,132.75,82.89,70,13,4.83
540,Vestmanna,FO,2022-02-12 23:49:25,62.1564,-7.1664,38.32,87,40,13.8
541,Tazovskiy,RU,2022-02-12 23:49:25,67.4667,78.7,-8.01,89,6,15.26
542,Newport,GB,2022-02-12 23:49:26,51.5877,-2.9984,50.86,91,100,1.01
543,Chifeng,CN,2022-02-12 23:49:26,42.2683,118.9636,8.69,83,87,4.32
544,South River,US,2022-02-12 23:45:44,40.4465,-74.386,53.98,46,89,4.0
545,Williston,US,2022-02-12 23:48:02,48.147,-103.618,23.41,72,99,1.01
546,Zhengjiatun,CN,2022-02-12 23:49:27,43.5064,123.5064,1.96,88,8,7.4
547,Nampa,US,2022-02-12 23:49:27,43.5407,-116.5635,47.59,50,0,5.75
548,Hirara,JP,2022-02-12 23:49:28,24.8,125.2833,66.06,100,75,10.36
549,Abbeville,FR,2022-02-12 23:49:28,50.1,1.8333,38.5,73,85,9.33
550,Shellbrook,CA,2022-02-12 23:49:28,53.2168,-106.4011,0.63,98,37,5.41
551,Mwanza,TZ,2022-02-12 23:49:29,-2.5167,32.9,67.59,82,100,7.47
552,Dasna,IN,2022-02-12 23:49:29,28.6833,77.5333,51.94,60,0,2.04
553,Havoysund,NO,2022-02-12 23:50:30,70.9963,24.6622,29.28,58,91,13.38
554,Nalagarh,IN,2022-02-12 23:50:30,31.05,76.7167,49.41,56,0,3.15
555,Achacachi,BO,2022-02-12 23:50:31,-16.05,-68.6833,45.3,82,100,10.45
556,Karasjok,NO,2022-02-12 23:50:31,69.4719,25.5112,6.91,98,10,3.47
557,Los Llanos De Aridane,ES,2022-02-12 23:50:32,28.6585,-17.9182,62.35,78,75,12.66
558,Puerto Del Rosario,ES,2022-02-12 23:50:32,28.5004,-13.8627,62.35,77,0,9.22
559,Chernogorsk,RU,2022-02-12 23:50:32,53.8236,91.2842,-27.83,75,20,0.0
